DOL ,County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,CAFV,Electric Range,Base MSRP,Legislative District,Electric Utility,2020 Census Tract,Longitude,latitude
8807690,King,Kent,WA,98030,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,266,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029505,-122.199755,47.37483
111575887,Clark,Vancouver,WA,98683,2015,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,84,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041323,-122.4853873,45.6083347
228658573,King,Bellevue,WA,98006,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024904,-122.16937,47.571015
148240480,King,Des Moines,WA,98198,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029001,-122.3219166,47.4013897
477383581,King,Sammamish,WA,98075,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224,-122.03309,47.58153
211794481,King,Issaquah,WA,98027,2022,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007,-122.03644,47.53374
157615384,King,Bellevue,WA,98006,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902,-122.16937,47.571015
179408449,King,Seattle,WA,98104,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,259,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008500,-122.329075,47.6018
162835032,King,Seattle,WA,98177,2012,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400,-122.382425,47.77279
103306759,King,Seattle,WA,98108,2019,KIA,NIRO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,239,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010401,-122.3268963,47.5499519
102864226,Clark,Vancouver,WA,98683,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041328,-122.4853873,45.6083347
294466007,Thurston,Olympia,WA,98506,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,22,PUGET SOUND ENERGY INC,53067010200,-122.8874781,47.0519573
228873571,King,Seattle,WA,98115,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000,-122.3185,47.67949
476308094,Snohomish,Bothell,WA,98021,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,1,PUGET SOUND ENERGY INC,53061051932,-122.179458,47.802589
158945265,Snohomish,Lake Stevens,WA,98258,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,44,PUGET SOUND ENERGY INC,53061052506,-122.112065,48.004345
186212673,King,Kirkland,WA,98033,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502,-122.20264,47.6785
141237841,Thurston,Olympia,WA,98503,2014,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,72,0,2,PUGET SOUND ENERGY INC,53067011628,-122.8285,47.03646
236633134,King,Seattle,WA,98103,2023,AUDI,Q4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700,-122.34301,47.659185
213430192,King,Seattle,WA,98177,2022,BMW,I4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500,-122.382425,47.77279
278803486,Okanogan,Winthrop,WA,98862,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,12,36900,12,"OKANOGAN COUNTY ELEC COOP, INC",53047971000,-120.1782425,48.4744302
233962879,King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006,-122.209285,47.71124
257050825,Mason,Shelton,WA,98584,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,25,0,35,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045961101,-123.105305,47.211085
238768904,King,Tukwila,WA,98188,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
223630501,King,Redmond,WA,98052,2023,TESLA,MODEL X,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321,-122.12302,47.67668
227333368,King,Seattle,WA,98116,2016,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,210,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009600,-122.38816,47.56567
258649240,King,Kirkland,WA,98033,2012,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,73,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402,-122.20264,47.6785
233497288,King,Renton,WA,98059,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602,-122.15734,47.487175
240026300,King,Tukwila,WA,98188,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
232713351,Thurston,Rochester,WA,98579,2020,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,35,PUGET SOUND ENERGY INC,53067012720,-123.09575,46.82114
4944530,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,322,0,21,PUGET SOUND ENERGY INC,53061041704,-122.1873,47.820245
10008176,King,Sammamish,WA,98075,2019,AUDI,E-TRON,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,204,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215,-122.03309,47.58153
195995082,Clark,Camas,WA,98607,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041500,-122.405565,45.59009
182663512,King,Redmond,WA,98052,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032326,-122.12302,47.67668
1519234,King,Bothell,WA,98011,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905,-122.20578,47.762405
181321556,King,Woodinville,WA,98072,2021,BMW,X3,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,17,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032319,-122.151665,47.75855
183408326,Clark,Vancouver,WA,98661,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,49,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042602,-122.641835,45.638545
228968988,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
209309320,King,Renton,WA,98056,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025201,-122.180505,47.500055
225832141,Snohomish,Lynnwood,WA,98087,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,21,PUGET SOUND ENERGY INC,53061041816,-122.2559465,47.8656788
132321465,King,Enumclaw,WA,98022,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,38,0,31,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031301,-121.98953,47.20347
211168289,King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300,-122.209285,47.71124
250701013,Skagit,Mount Vernon,WA,98274,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,10,PUGET SOUND ENERGY INC,53057952700,-122.322955,48.4152
209771019,King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,33,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500,-122.32806,47.46155
192942347,King,Bellevue,WA,98006,2017,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,210,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905,-122.16937,47.571015
193714020,King,Seattle,WA,98121,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008003,-122.344,47.615385
218991930,Snohomish,Mountlake Terrace,WA,98043,2023,BMW,X5,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,30,0,32,PUGET SOUND ENERGY INC,53061051000,-122.30842,47.78416
193700888,Snohomish,Snohomish,WA,98290,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,44,PUGET SOUND ENERGY INC,53061052301,-122.091505,47.915555
183191746,Kitsap,Bremerton,WA,98310,2021,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,23,PUGET SOUND ENERGY INC,53035080101,-122.611365,47.575195
208774457,Clark,Vancouver,WA,98685,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040910,-122.70302,45.703706
230222835,King,Seattle,WA,98125,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700,-122.296385,47.71558
3583744,King,Renton,WA,98058,2016,CHEVROLET,SPARK,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,82,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031908,-122.1298876,47.4451257
156563697,Stevens,Nine Mile Falls,WA,99026,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,7,NO KNOWN ELECTRIC UTILITY SERVICE,53065951402,-117.5967686,47.8204962
229886639,King,Bellevue,WA,98006,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901,-122.16937,47.571015
197473048,Snohomish,Bothell,WA,98012,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,PUGET SOUND ENERGY INC,53061052009,-122.1873,47.820245
144914192,King,Seattle,WA,98115,2014,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004301,-122.3185,47.67949
207383879,Cowlitz,Longview,WA,98632,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,26,0,19,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000501,-122.943095,46.136035
474051889,Snohomish,Marysville,WA,98271,2015,BMW,I3,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,72,0,39,PUGET SOUND ENERGY INC,53061052803,-122.1713847,48.10433
475994060,King,Issaquah,WA,98027,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006,-122.03644,47.53374
219314959,King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300,-122.209285,47.71124
132161060,King,Bellevue,WA,98006,2017,TESLA,MODEL X,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,200,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901,-122.16937,47.571015
272232831,King,Renton,WA,98055,2017,BMW,330E,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,44100,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025805,-122.197,47.43876
8888988,King,Lake Forest Park,WA,98155,2014,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,46,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300,-122.3175,47.7578146
236384942,King,Tukwila,WA,98188,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
6227847,King,Redmond,WA,98052,2019,NISSAN,LEAF,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,150,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321,-122.12302,47.67668
218977216,King,Kent,WA,98030,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029504,-122.199755,47.37483
232954165,Clark,Vancouver,WA,98682,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,32,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713,-122.5146473,45.67862
474276001,King,Redmond,WA,98052,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803,-122.12302,47.67668
183317795,Snohomish,Marysville,WA,98270,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,44,PUGET SOUND ENERGY INC,53061052711,-122.17673,48.05542
244660923,Snohomish,Bothell,WA,98012,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,PUGET SOUND ENERGY INC,53061051921,-122.1873,47.820245
161341925,Garfield,Pomeroy,WA,99347,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,42,0,9,PACIFICORP,53023970300,-117.59798,46.473265
224604159,Yakima,Selah,WA,98942,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,15,PACIFICORP,53077003200,-120.54188,46.654175
474209228,King,Shoreline,WA,98155,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020401,-122.3175,47.7578146
224259416,King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804,-122.20578,47.762405
333176518,Thurston,Olympia,WA,98513,2017,BMW,330E,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,14,44100,2,PUGET SOUND ENERGY INC,53067012331,-122.817545,46.98876
219903596,King,Seattle,WA,98117,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001500,-122.37276,47.689685
205617947,Thurston,Lacey,WA,98503,2022,VOLVO,XC40,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,22,PUGET SOUND ENERGY INC,53067011421,-122.8285,47.03646
230872379,King,Maple Valley,WA,98038,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,5,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032011,-122.05191,47.357985
238035626,King,Bellevue,WA,98005,2018,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,215,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701,-122.16085,47.624515
208285206,King,Federal Way,WA,98023,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030101,-122.36363,47.30675
219963124,King,Kirkland,WA,98033,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022703,-122.20264,47.6785
236276659,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,11,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,-122.29179,47.43473
199458143,King,Kirkland,WA,98033,2022,RIVIAN,R1T,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701,-122.20264,47.6785
228246952,King,Bellevue,WA,98005,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604,-122.16085,47.624515
193678096,King,Shoreline,WA,98133,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,32,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020600,-122.34584,47.76726
277831165,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,1,PUGET SOUND ENERGY INC,53061051937,-122.179458,47.802589
219076763,King,Beaux Arts,WA,98004,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901,-122.201905,47.61385
227498386,King,Seattle,WA,98103,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003500,-122.34301,47.659185
196226852,Clark,Vancouver,WA,98686,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040812,-122.6483953,45.7010427
134903380,King,Auburn,WA,98001,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,238,0,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030801,-122.2849393,47.3384055
236610832,King,Seattle,WA,98102,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,6,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007502,-122.322345,47.63983
230278597,Kitsap,Bainbridge Island,WA,98110,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,35,0,23,PUGET SOUND ENERGY INC,53035090902,-122.5235781,47.6293323
202160402,King,Sammamish,WA,98075,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,17,52900,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218,-122.03309,47.58153
233427204,Pierce,Puyallup,WA,98375,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,21,0,2,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073126,-122.3085456,47.1042426
236544570,King,Bothell,WA,98011,2023,RIVIAN,R1S,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001,-122.20578,47.762405
228773758,King,Bellevue,WA,98005,2023,TESLA,MODEL S,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,41,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500,-122.16085,47.624515
475631488,King,Seattle,WA,98146,2018,SMART,EQ FORTWO,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,58,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012100,-122.355145,47.505655
294876494,King,Seattle,WA,98102,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,53,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600,-122.322345,47.63983
138124031,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,1,PUGET SOUND ENERGY INC,53061051937,-122.179458,47.802589
219561982,King,Kirkland,WA,98034,2018,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,249,0,1,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022204,-122.209285,47.71124
229725891,Clark,Vancouver,WA,98662,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,17,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709,-122.5918493,45.6617058
229650872,King,Seattle,WA,98106,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010800,-122.356145,47.52104
166485315,King,Seattle,WA,98177,2019,TESLA,MODEL 3,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,220,0,36,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400,-122.382425,47.77279
294962363,King,Auburn,WA,98001,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,16,0,30,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030404,-122.2849393,47.3384055
132245858,King,Seattle,WA,98144,2021,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,37,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500,-122.30823,47.581975
221330140,Snohomish,Bothell,WA,98012,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,1,PUGET SOUND ENERGY INC,53061052107,-122.1873,47.820245
148704881,Pierce,Tacoma,WA,98422,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,27,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940011,-122.38578,47.28971
322329500,Snohomish,Lynnwood,WA,98087,2014,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,208,69900,21,PUGET SOUND ENERGY INC,53061041816,-122.2559465,47.8656788
208445779,King,Seattle,WA,98106,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011300,-122.356145,47.52104
220290640,King,Seattle,WA,98112,2022,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,43,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007600,-122.30764,47.62523
195216570,Clark,Vancouver,WA,98685,2022,AUDI,E-TRON,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,18,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040909,-122.70302,45.703706
223998036,King,Seattle,WA,98116,2023,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,34,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009701,-122.38816,47.56567
219130803,King,Redmond,WA,98053,2022,TESLA,MODEL Y,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,45,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032332,-122.0222,47.69557
349415314,Chelan,Leavenworth,WA,98826,2017,TESLA,MODEL S,Battery Electric Vehicle   ,Clean Alternative Fuel Vehicle Eligible,210,0,12,PUD NO 1 OF CHELAN COUNTY,53007960203,-120.6619153,47.5970083
230270071,King,Auburn,WA,98001,2023,TESLA,MODEL 3,Battery Electric Vehicle   ,Eligibility unknown as battery range has not been researched,0,0,47,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029902,-122.2849393,47.3384055
192562121,King,Redmond,WA,98052,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle   ,Not eligible due to low battery range,19,0,48,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032325,-122.12302,47.67668
